timestamp;buyer;seller;symbol;currency;price;quantity;day;round
800;;;MICROCHIP_CIRCLE;XIRECS;8552.0;1;4;4
800;;;MICROCHIP_OVAL;XIRECS;7470.0;1;4;4
800;;;MICROCHIP_RECTANGLE;XIRECS;7838.0;1;4;4
800;;;MICROCHIP_SQUARE;XIRECS;15913.0;1;4;4
800;;;MICROCHIP_TRIANGLE;XIRECS;9023.0;1;4;4
900;;;GALAXY_SOUNDS_BLACK_HOLES;XIRECS;12050.0;1;4;4
900;;;GALAXY_SOUNDS_DARK_MATTER;XIRECS;10820.0;1;4;4
900;;;GALAXY_SOUNDS_PLANETARY_RINGS;XIRECS;11425.0;1;4;4
900;;;GALAXY_SOUNDS_SOLAR_FLAMES;XIRECS;10626.0;1;4;4
900;;;GALAXY_SOUNDS_SOLAR_WINDS;XIRECS;10761.0;1;4;4
900;;;OXYGEN_SHAKE_CHOCOLATE;XIRECS;9328.0;1;4;4
900;;;OXYGEN_SHAKE_EVENING_BREATH;XIRECS;9456.0;1;4;4
900;;;OXYGEN_SHAKE_GARLIC;XIRECS;11950.0;1;4;4
900;;;OXYGEN_SHAKE_MINT;XIRECS;9704.0;1;4;4
900;;;OXYGEN_SHAKE_MORNING_BREATH;XIRECS;9519.0;1;4;4
900;;;PANEL_1X2;XIRECS;8865.0;1;4;4
900;;;PANEL_1X4;XIRECS;8734.0;1;4;4
900;;;PANEL_2X2;XIRECS;9168.0;1;4;4
900;;;PANEL_2X4;XIRECS;11420.0;1;4;4
900;;;PANEL_4X4;XIRECS;10280.0;1;4;4
900;;;ROBOT_DISHES;XIRECS;10130.0;1;4;4
900;;;ROBOT_IRONING;XIRECS;7533.0;1;4;4
900;;;ROBOT_LAUNDRY;XIRECS;9489.0;1;4;4
900;;;ROBOT_MOPPING;XIRECS;12140.0;1;4;4
900;;;ROBOT_VACUUMING;XIRECS;8594.0;1;4;4
900;;;SLEEP_POD_COTTON;XIRECS;12137.0;1;4;4
900;;;SLEEP_POD_LAMB_WOOL;XIRECS;10856.0;1;4;4
900;;;SLEEP_POD_NYLON;XIRECS;9712.0;1;4;4
900;;;SLEEP_POD_POLYESTER;XIRECS;12872.0;1;4;4
900;;;SLEEP_POD_SUEDE;XIRECS;12177.0;1;4;4
900;;;SNACKPACK_CHOCOLATE;XIRECS;9815.0;1;4;4
900;;;SNACKPACK_PISTACHIO;XIRECS;9389.0;1;4;4
900;;;SNACKPACK_RASPBERRY;XIRECS;10131.0;1;4;4
900;;;SNACKPACK_STRAWBERRY;XIRECS;10819.0;1;4;4
900;;;SNACKPACK_VANILLA;XIRECS;10063.0;1;4;4
900;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9173.0;1;4;4
900;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9644.0;1;4;4
900;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11044.0;1;4;4
900;;;TRANSLATOR_SPACE_GRAY;XIRECS;10100.0;1;4;4
900;;;TRANSLATOR_VOID_BLUE;XIRECS;10773.0;1;4;4
900;;;UV_VISOR_AMBER;XIRECS;7355.0;1;4;4
900;;;UV_VISOR_MAGENTA;XIRECS;11547.0;1;4;4
900;;;UV_VISOR_ORANGE;XIRECS;10272.0;1;4;4
900;;;UV_VISOR_RED;XIRECS;11035.0;1;4;4
900;;;UV_VISOR_YELLOW;XIRECS;12038.0;1;4;4
2000;;SUBMISSION;PEBBLES_XL;XIRECS;12257.0;6;4;4
2500;;;MICROCHIP_CIRCLE;XIRECS;8580.0;1;4;4
2500;;;MICROCHIP_OVAL;XIRECS;7453.0;1;4;4
2500;;;MICROCHIP_RECTANGLE;XIRECS;7841.0;1;4;4
2500;;;MICROCHIP_SQUARE;XIRECS;15994.0;1;4;4
2500;;;MICROCHIP_TRIANGLE;XIRECS;8991.0;1;4;4
3000;;SUBMISSION;ROBOT_MOPPING;XIRECS;12061.0;5;4;4
3000;SUBMISSION;;MICROCHIP_OVAL;XIRECS;7476.0;5;4;4
3000;;SUBMISSION;SLEEP_POD_COTTON;XIRECS;12137.0;5;4;4
3000;;SUBMISSION;GALAXY_SOUNDS_BLACK_HOLES;XIRECS;12054.0;5;4;4
3900;SUBMISSION;;GALAXY_SOUNDS_PLANETARY_RINGS;XIRECS;11470.0;5;4;4
4000;SUBMISSION;;MICROCHIP_CIRCLE;XIRECS;8585.0;5;4;4
4500;;SUBMISSION;ROBOT_MOPPING;XIRECS;12003.0;5;4;4
4500;SUBMISSION;;ROBOT_IRONING;XIRECS;7563.0;5;4;4
4500;;SUBMISSION;GALAXY_SOUNDS_BLACK_HOLES;XIRECS;12026.0;5;4;4
4800;;SUBMISSION;GALAXY_SOUNDS_PLANETARY_RINGS;XIRECS;11412.0;5;4;4
5000;SUBMISSION;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11115.0;5;4;4
5800;SUBMISSION;;PEBBLES_XL;XIRECS;12431.0;8;4;4
5800;SUBMISSION;;PEBBLES_XL;XIRECS;12439.0;8;4;4
6600;SUBMISSION;;OXYGEN_SHAKE_MORNING_BREATH;XIRECS;9624.0;5;4;4
7100;;;GALAXY_SOUNDS_BLACK_HOLES;XIRECS;11861.0;4;4;4
7100;;;GALAXY_SOUNDS_DARK_MATTER;XIRECS;10771.0;4;4;4
7100;;;GALAXY_SOUNDS_PLANETARY_RINGS;XIRECS;11372.0;4;4;4
7100;;;GALAXY_SOUNDS_SOLAR_FLAMES;XIRECS;10635.0;4;4;4
7100;;;GALAXY_SOUNDS_SOLAR_WINDS;XIRECS;10781.0;4;4;4
7100;;;OXYGEN_SHAKE_CHOCOLATE;XIRECS;9205.0;4;4;4
7100;;;OXYGEN_SHAKE_EVENING_BREATH;XIRECS;9384.0;4;4;4
7100;;;OXYGEN_SHAKE_GARLIC;XIRECS;11774.0;4;4;4
7100;;;OXYGEN_SHAKE_MINT;XIRECS;9706.0;4;4;4
7100;;;OXYGEN_SHAKE_MORNING_BREATH;XIRECS;9599.0;4;4;4
7100;;;PANEL_1X2;XIRECS;8894.0;4;4;4
7100;;;PANEL_1X4;XIRECS;8789.0;4;4;4
7100;;;PANEL_2X2;XIRECS;9204.0;4;4;4
7100;;;PANEL_2X4;XIRECS;11247.0;4;4;4
7100;;;PANEL_4X4;XIRECS;10364.0;4;4;4
7100;;;ROBOT_DISHES;XIRECS;10201.0;4;4;4
7100;;;ROBOT_IRONING;XIRECS;7567.0;4;4;4
7100;;;ROBOT_LAUNDRY;XIRECS;9461.0;4;4;4
7100;;;ROBOT_MOPPING;XIRECS;12021.0;4;4;4
7100;;;ROBOT_VACUUMING;XIRECS;8702.0;4;4;4
7100;;;SLEEP_POD_COTTON;XIRECS;12066.0;4;4;4
7100;;;SLEEP_POD_LAMB_WOOL;XIRECS;10905.0;4;4;4
7100;;;SLEEP_POD_NYLON;XIRECS;9743.0;4;4;4
7100;;;SLEEP_POD_POLYESTER;XIRECS;12866.0;4;4;4
7100;;;SLEEP_POD_SUEDE;XIRECS;12108.0;4;4;4
7100;;;SNACKPACK_CHOCOLATE;XIRECS;9796.0;4;4;4
7100;;;SNACKPACK_PISTACHIO;XIRECS;9404.0;4;4;4
7100;;;SNACKPACK_RASPBERRY;XIRECS;10081.0;4;4;4
7100;;;SNACKPACK_STRAWBERRY;XIRECS;10835.0;4;4;4
7100;;;SNACKPACK_VANILLA;XIRECS;10057.0;4;4;4
7100;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9239.0;4;4;4
7100;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9678.0;4;4;4
7100;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11064.0;4;4;4
7100;;;TRANSLATOR_SPACE_GRAY;XIRECS;10153.0;4;4;4
7100;;;TRANSLATOR_VOID_BLUE;XIRECS;10703.0;4;4;4
7100;;;UV_VISOR_AMBER;XIRECS;7408.0;4;4;4
7100;;;UV_VISOR_MAGENTA;XIRECS;11377.0;4;4;4
7100;;;UV_VISOR_ORANGE;XIRECS;10228.0;4;4;4
7100;;;UV_VISOR_RED;XIRECS;11148.0;4;4;4
7100;;;UV_VISOR_YELLOW;XIRECS;12034.0;4;4;4
7300;;;GALAXY_SOUNDS_BLACK_HOLES;XIRECS;11872.0;3;4;4
7300;;;GALAXY_SOUNDS_DARK_MATTER;XIRECS;10776.0;3;4;4
7300;;;GALAXY_SOUNDS_PLANETARY_RINGS;XIRECS;11361.0;3;4;4
7300;;;GALAXY_SOUNDS_SOLAR_FLAMES;XIRECS;10625.0;3;4;4
7300;;;GALAXY_SOUNDS_SOLAR_WINDS;XIRECS;10763.0;3;4;4
7300;;;OXYGEN_SHAKE_CHOCOLATE;XIRECS;9191.0;3;4;4
7300;;;OXYGEN_SHAKE_EVENING_BREATH;XIRECS;9374.0;3;4;4
7300;;;OXYGEN_SHAKE_GARLIC;XIRECS;11803.0;3;4;4
7300;;;OXYGEN_SHAKE_MINT;XIRECS;9687.0;3;4;4
7300;;;OXYGEN_SHAKE_MORNING_BREATH;XIRECS;9598.0;3;4;4
7300;;;PANEL_1X2;XIRECS;8893.0;3;4;4
7300;;;PANEL_1X4;XIRECS;8799.0;3;4;4
7300;;;PANEL_2X2;XIRECS;9211.0;3;4;4
7300;;;PANEL_2X4;XIRECS;11242.0;3;4;4
7300;;;PANEL_4X4;XIRECS;10382.0;3;4;4
7300;;;ROBOT_DISHES;XIRECS;10194.0;3;4;4
7300;;;ROBOT_IRONING;XIRECS;7557.0;3;4;4
7300;;;ROBOT_LAUNDRY;XIRECS;9444.0;3;4;4
7300;;;ROBOT_MOPPING;XIRECS;12001.0;3;4;4
7300;;;ROBOT_VACUUMING;XIRECS;8702.0;3;4;4
7300;;;SLEEP_POD_COTTON;XIRECS;12061.0;3;4;4
7300;;;SLEEP_POD_LAMB_WOOL;XIRECS;10901.0;3;4;4
7300;;;SLEEP_POD_NYLON;XIRECS;9765.0;3;4;4
7300;;;SLEEP_POD_POLYESTER;XIRECS;12912.0;3;4;4
